schulnummer,schulname,strasse,plz,ort,website,email,school_type,traegerschaft,traeger,fax,phone,director,latitude,longitude,adresse,data_source,data_retrieved,bundesland,stadt,traffic_accidents_total,traffic_accidents_fatal,traffic_accidents_serious_injury,traffic_accidents_minor_injury,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_safety_score,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_safety_category,crime_data_source,crime_data_note
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_9069a59d-17de-4af5-ae33-590be9c91c22,"Mittelschule München, Perlacher Straße 114",Perlacher Str. 114,81539,München,,,Mittelschulen,,,,,,48.108921,11.589377,"Perlacher Str. 114, 81539 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,56,0,4,52,29,9,0,Unknown,406.0,48.112322,11.587387,C,Unknown,415.0,48.11246,11.587594,,Unknown,421.0,48.110506,11.594522,F,Giesing Bahnhof,438.0,48.110493,11.594792,,Chiemgaustraße,572.0,48.106707,11.596324,,Werinherstraße,708.0,48.114947,11.592463,,Fockensteinstraße,89.0,48.109721,11.58944,,Fockensteinstraße,100.0,48.109768,11.588932,,Giesing Bahnhof,390.0,48.110715,11.593888,,69,C; F,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_1e25e585-6e37-46b5-9c45-51563ce6ae4e,"Mittelschule München, Lehrer-Wirth-Straße 31",Lehrer-Wirth-Str. 31,81829,München,,,Mittelschulen,,,,,,48.128207,11.694105,"Lehrer-Wirth-Str. 31, 81829 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,14,0,2,12,10,1,72,Unknown,565.0,48.133057,11.691849,,Unknown,569.0,48.133057,11.691667,,Unknown,570.0,48.133056,11.691593,,,,,,,,,,,,,,,,,Lehrer-Wirth-Straße,147.0,48.129513,11.694409,,Lehrer-Wirth-Straße,153.0,48.129515,11.694762,,Helsinkistraße,371.0,48.12948,11.68948,,40,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_6ee130bf-7a96-4cd2-9891-a854bb43c7cf,"Mittelschule München, Reichenaustraße 3",Reichenaustr. 3,81243,München,,,Mittelschulen,,,,,,48.147044,11.436266,"Reichenaustr. 3, 81243 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,28,0,2,26,16,1,44,Westkreuz,593.0,48.148897,11.443763,,,,,,,,,,,,,,,,,,,,,,,,,,,Überlinger Weg,245.0,48.145038,11.434894,,Überlinger Weg,254.0,48.144942,11.434922,,Mainaustraße,311.0,48.149318,11.433829,,29,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_bc614253-fa2e-460d-824d-c996be230e91,"Mittelschule München, Peslmüllerstraße 8",Peslmüllerstr. 8,81243,München,,,Mittelschulen,,,,,,48.141752,11.445861,"Peslmüllerstr. 8, 81243 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,23,0,0,23,15,2,54,Westkreuz,810.0,48.148897,11.443763,,,,,,,,,,,,,,,,,,,,,,,,,,,Peslmüllerstraße,44.0,48.141371,11.446003,,Peslmüllerstraße,46.0,48.141345,11.445953,,Peslmüllerstraße,95.0,48.14104,11.446559,,42,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_b5d4871c-efd4-4733-b637-f81d1bb8309f,"Mittelschule München, Schleißheimer Straße 275",Schleißheimer Str. 275,80809,München,,,Mittelschulen,,,,,,48.180585,11.566501,"Schleißheimer Str. 275, 80809 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,81,0,11,70,32,11,0,Unknown,474.0,48.179979,11.572828,,Unknown,479.0,48.181838,11.572688,,Unknown,483.0,48.17636,11.564999,E,Petuelring,613.0,48.17507,11.566361,,Gartenstraße,945.0,48.172152,11.564919,,,,,,,Curt-Mezger-Platz,74.0,48.181183,11.566933,,Curt-Mezger-Platz,89.0,48.181343,11.566908,,Schopenhauerstraße,234.0,48.17938,11.563916,,72,E,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_17cb67f8-0bdd-449a-9d2e-1ad754494991,"Mittelschule München, Simmernstraße 2",Simmernstr. 2,80804,München,,,Mittelschulen,,,,,,48.16738,11.582841,"Simmernstr. 2, 80804 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,103,1,4,98,69,4,0,Unknown,277.0,48.166823,11.579198,C,Unknown,305.0,48.166331,11.579044,D,Unknown,322.0,48.166677,11.578631,,Potsdamer Straße,257.0,48.167814,11.586242,,Potsdamer Straße,266.0,48.166607,11.586231,,Kölner Platz,496.0,48.170101,11.577542,,Potsdamer Straße,258.0,48.166627,11.586134,,Potsdamer Straße,266.0,48.16793,11.586336,,Potsdamer Straße,329.0,48.16737,11.587273,,87,C; D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_260bd00d-8bc4-4ada-8a92-69e8948de687,"Mittelschule München, Situlistraße 87",Situlistr. 87,80939,München,,,Mittelschulen,,,,,,48.195767,11.618154,"Situlistr. 87, 80939 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,40,0,3,37,17,3,20,Unknown,410.0,48.192871,11.614738,A,Unknown,441.0,48.192605,11.614557,B,Freimann,512.0,48.191958,11.614275,,,,,,,,,,,,,,,,,Kulturheimstraße,247.0,48.196569,11.621266,,Kulturheimstraße,247.0,48.196398,11.621354,,Emmerigweg,386.0,48.195557,11.623347,,45,A; B,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_ffbbb79b-f403-48ee-bdf0-8f153164fb9a,"Mittelschule München, Stuntzstraße 55",Stuntzstr. 55,81677,München,,,Mittelschulen,,,,,,48.141619,11.622683,"Stuntzstr. 55, 81677 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,32,0,1,31,11,3,36,Unknown,555.0,48.143811,11.61597,A,Unknown,564.0,48.144,11.615964,,Böhmerwaldplatz,566.0,48.143505,11.6156,,Vogelweideplatz,524.0,48.137232,11.620091,,Vogelweideplatz,526.0,48.137132,11.620421,,Riedenburger Straße,640.0,48.135913,11.623795,,Moselstraße,337.0,48.14179,11.627212,,Vogelweideplatz,514.0,48.137386,11.619905,,Schwarzwaldstraße,515.0,48.13908,11.628484,,50,A,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_5f87d162-d25c-4558-81ef-3ee7dfe21965,"Mittelschule München, Toni-Pfülf-Straße 30",Toni-Pfülf-Str. 30,80995,München,,,Mittelschulen,,,,,,48.201038,11.532896,"Toni-Pfülf-Str. 30, 80995 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,21,2,2,17,12,7,58,Fasanerie,635.0,48.197775,11.525866,,,,,,,,,,,,,,,,,,,,,,,,,,,Max-Wönner-Straße,271.0,48.199482,11.535703,,Max-Wönner-Straße,287.0,48.199272,11.535723,,Lerchenauer See,380.0,48.198139,11.535609,,19,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_3fa85b1e-ed77-4cbc-b9ba-32c2165cc7e6,"Mittelschule München, Torquato-Tasso-Straße 38",Torquato-Tasso-Str. 38,80807,München,,,Mittelschulen,,,,,,48.180034,11.581221,"Torquato-Tasso-Str. 38, 80807 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,82,0,4,78,35,5,0,Unknown,576.0,48.179837,11.573462,,Unknown,579.0,48.179929,11.573414,,Milbertshofen,606.0,48.180904,11.573153,,Anni-Albers-Straße,593.0,48.17977,11.589212,,Am Münchner Tor,681.0,48.17613,11.588298,,Domagkstraße,790.0,48.183797,11.590265,,Griegstraße,311.0,48.181438,11.584849,,Freiligrathstraße,351.0,48.178263,11.58514,,Griegstraße,359.0,48.182107,11.584937,,54,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_242e8fe3-b0d7-4c9e-9912-3543af545d4d,"Mittelschule München, Walliser Straße 5",Walliser Str. 5,81475,München,,,Mittelschulen,,,,,,48.091949,11.482629,"Walliser Str. 5, 81475 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,33,0,2,31,12,7,34,Unknown,373.0,48.089059,11.480076,,Unknown,403.0,48.08871,11.480211,,Fürstenried West,420.0,48.088366,11.48083,U 3,,,,,,,,,,,,,,,,Bellinzonastraße,180.0,48.09326,11.481212,,Bellinzonastraße,202.0,48.093501,11.481228,,Tischlerstraße,385.0,48.095109,11.48051,,43,U 3,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_61dd325b-0534-4bb6-a269-54a41a1bd1ca,"Mittelschule München, Wiesentfelser Straße 53",Wiesentfelser Str. 53,81249,München,,,Mittelschulen,,,,,,48.146135,11.412995,"Wiesentfelser Str. 53, 81249 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,17,0,1,16,8,2,66,Freiham,715.0,48.140008,11.41007,,Neuaubing,836.0,48.141692,11.422085,,,,,,,,,,,,,,,,,,,,,,Wiesentfelser Straße,66.0,48.146469,11.413735,,Wiesentfelser Straße,91.0,48.146481,11.414108,,Wiesentfelser Straße,129.0,48.146478,11.414663,,64,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_3cd7a9d2-b5fa-40f5-bb3e-0b33d8fbca77,"Mittelschule München, Winthirplatz 6",Winthirplatz 6,80639,München,,,Mittelschulen,,,,,,48.153282,11.5273,"Winthirplatz 6, 80639 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,102,0,13,89,63,18,0,Unknown,410.0,48.15286,11.532787,G,Unknown,419.0,48.154656,11.532554,A,Unknown,422.0,48.153169,11.53298,H,Renatastraße,375.0,48.156619,11.526578,,Volkartstraße,448.0,48.15512,11.532669,,Neuhausen,460.0,48.156313,11.531524,,Winthirplatz,159.0,48.151956,11.528089,,Winthirplatz,162.0,48.151857,11.527771,,Dankwartstraße,332.0,48.151384,11.523841,,48,A; G; H,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_94fcd1ad-f83d-49bf-a98e-ef93be906cdb,"Mittelschule München, Wörthstraße 2",Wörthstr. 2,81667,München,,,Mittelschulen,,,,,,48.131662,11.598082,"Wörthstr. 2, 81667 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,109,0,7,102,73,21,0,Unknown,416.0,48.135399,11.598102,C,Unknown,421.0,48.135443,11.597749,D,Max-Weber-Platz,450.0,48.135703,11.597871,,Wörthstraße,47.0,48.131844,11.597514,,Max-Weber-Platz (Johannisplatz),305.0,48.134407,11.598079,,Wiener Platz,318.0,48.13408,11.595785,,Max-Weber-Platz,447.0,48.135569,11.599508,,Rosenheimer Platz,451.0,48.128986,11.593509,,Max-Weber-Platz,457.0,48.135574,11.599973,6,88,6; C; D,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_4efad132-7475-46fe-b549-c62aa9d07179,"Mittelschule München, Zielstattstraße 74",Zielstattstr. 74,81379,München,,,Mittelschulen,,,,,,48.102287,11.519935,"Zielstattstr. 74, 81379 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,41,0,4,37,18,3,18,"Aidenbachstraße, Ratzingerplatz",516.0,48.098513,11.523975,,Unknown,542.0,48.098037,11.523512,,Unknown,549.0,48.098142,11.523948,,,,,,,,,,,,,,,,,Aichacher Straße,315.0,48.104913,11.518343,,Murnauer Straße,315.0,48.101899,11.524141,,Aichacher Straße,317.0,48.104951,11.51843,,60,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_f6c29785-ee6c-4d3c-b0dc-a9db529d0e5e,"Mittelschule München, Sambergerstraße 14",Sambergerstr. 14,81477,München,,,Mittelschulen,,,,,,48.080293,11.508217,"Sambergerstr. 14, 81477 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,29,0,2,27,15,8,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilgstraße,179.0,48.081836,11.508903,,Eberlestraße,212.0,48.078394,11.507994,,Eberlestraße,212.0,48.078385,11.508057,,32,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_154c18bb-6e37-4243-b2b2-5d193dbc1801,"Mittelschule München, Gerhart-Hauptmann-Ring 15",Gerhart-Hauptmann-Ring 15,81737,München,,,Mittelschulen,,,,,,48.101353,11.653798,"Gerhart-Hauptmann-Ring 15, 81737 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,39,0,4,35,12,4,22,Unknown,502.0,48.101033,11.647059,,Unknown,535.0,48.101786,11.646629,,Neuperlach Zentrum,566.0,48.101184,11.646174,,,,,,,,,,,,,,,,,Oskar-Maria-Graf-Ring,366.0,48.099005,11.657257,,Franz-Heubl-Straße,383.0,48.101567,11.65894,,Oskar-Maria-Graf-Ring,384.0,48.098796,11.657276,,60,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_582d3eee-370f-4db7-bd1a-57cfa6870193,Staatliche Fachoberschule für Technik München,Orleansstr. 44,81667,München,,,Fachoberschulen,,,,,,48.126533,11.601963,"Orleansstr. 44, 81667 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,124,0,1,123,66,25,0,Unknown,125.0,48.127417,11.603013,F,Unknown,159.0,48.127873,11.602707,G,Unknown,174.0,48.12771,11.603518,H,Ostbahnhof,265.0,48.128713,11.603392,,Ostbahnhof,269.0,48.128742,11.603454,,Rosenheimer Platz,640.0,48.128888,11.594089,,Ostbahnhof,84.0,48.127219,11.602424,,Ostbahnhof (Bildungszentrum),101.0,48.127373,11.602497,,Orleansstraße,169.0,48.125664,11.600093,,73,F; G; H,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_7a32cfc9-204f-46ce-85f6-9117e815d636,"Mittelschule München, Hochstraße 31",Hochstr. 31,81669,München,,,Mittelschulen,,,,,,48.126085,11.586868,"Hochstr. 31, 81669 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,78,0,9,69,47,14,0,Rosenheimer Platz,575.0,48.129184,11.593075,,Unknown,850.0,48.128367,11.575935,C,Unknown,855.0,48.13355,11.584106,,Regerplatz,211.0,48.124352,11.588025,,Mariahilfplatz,469.0,48.124039,11.581344,,Carl-Amery-Platz,523.0,48.121445,11.585677,,Regerplatz,211.0,48.124415,11.588216,,Regerplatz,217.0,48.124279,11.587974,,Regerplatz,228.0,48.124704,11.589135,,66,C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_98ce20ed-d9ec-428f-a3f9-7d07d125c47a,Gymnasium München-Trudering,Friedenspromenade 64,81827,München,,,Gymnasien,,,,,,48.110636,11.67381,"Friedenspromenade 64, 81827 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,15,0,1,14,7,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markgrafenstraße,33.0,48.110718,11.673385,,Markgrafenstraße,50.0,48.110981,11.673388,,Markgrafenstraße,51.0,48.111036,11.673471,,38,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_78d342f2-fa1d-489e-81ed-270285a4456d,"Therese-von-Bayern-Schule, Staatl. Fachoberschule für Wirtschaft München",Lindwurmstr. 90,80337,München,,,Fachoberschulen,,,,,,48.12432,11.54746,"Lindwurmstr. 90, 80337 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,156,0,19,137,84,27,0,Unknown,168.0,48.125101,11.549402,,Unknown,181.0,48.124908,11.549735,,Poccistraße,244.0,48.125488,11.550244,,,,,,,,,,,,,,,,,Poccistraße,153.0,48.124861,11.549362,,Senserstraße,172.0,48.122971,11.548588,,Poccistraße,175.0,48.125514,11.548989,,78,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEMITTELSCHULEN_600ccc9f-014a-45f9-aefb-09e212af55ee,"Mittelschule München, Guardinistraße 60",Guardinistr. 60,81375,München,,,Mittelschulen,,,,,,48.11853,11.494343,"Guardinistr. 60, 81375 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,17,0,3,14,10,2,66,Unknown,289.0,48.118521,11.490444,,Unknown,330.0,48.118142,11.489939,,Unknown,349.0,48.118346,11.489655,,Gondrellplatz,729.0,48.124467,11.490171,1.0,Senftenauerstraße,815.0,48.125575,11.497381,,Senftenauerstraße,836.0,48.12568,11.497824,,Gräfelfinger Straße,157.0,48.117265,11.495292,167; N40,Gräfelfinger Straße,160.0,48.117222,11.495238,,Kurparkstraße,169.0,48.119415,11.496189,,60,1; 167; N40,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_f4bf16af-64d0-4da2-b1be-af09200332dc,Karlsgymnasium München-Pasing,Am Stadtpark 21,81243,München,,,Gymnasien,,,,,,48.141573,11.452465,"Am Stadtpark 21, 81243 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,32,0,0,32,19,6,36,,,,,,,,,,,,,,,,Rathaus Pasing,816.0,48.146625,11.460436,,Rathaus Pasing,901.0,48.146673,11.461899,,,,,,,Avenariusplatz,176.0,48.142093,11.450226,,Avenariusplatz,180.0,48.142024,11.450133,,Planegger Straße,325.0,48.140548,11.456563,,62,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_3070b611-0def-4c41-ba93-0f1bbea86e5a,Staatliche Fachoberschule München-West,Bergsonstr. 109,81245,München,,,Fachoberschulen,,,,,,48.163257,11.434339,"Bergsonstr. 109, 81245 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,10,0,1,9,5,2,80,Langwied,142.0,48.163044,11.432452,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaspersallee,78.0,48.163795,11.43502,,Jaspersallee,120.0,48.163574,11.435887,,Langwied Bahnhof,131.0,48.163076,11.432591,,18,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_7fe22a7c-24c6-469f-a593-d3f153e6ae3c,Ludwigsgymnasium München,Fürstenrieder Str. 159 a,81377,München,,,Gymnasien,,,,,,48.122118,11.504679,"Fürstenrieder Str. 159 a, 81377 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,92,0,5,87,27,8,0,Unknown,642.0,48.116472,11.502884,,Unknown,642.0,48.116497,11.502689,,Unknown,647.0,48.116534,11.502238,,Ammerseestraße,482.0,48.126101,11.502117,,Ammerseestraße,495.0,48.126121,11.501766,,Stegener Weg,495.0,48.125863,11.508282,,Andreas-Vöst-Straße,157.0,48.121735,11.502649,,Andreas-Vöst-Straße,179.0,48.121452,11.502491,,Ammerseestraße,430.0,48.125821,11.503004,,36,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_ce41bb75-f3f8-4124-a39a-9be8fda6bed0,Maximiliansgymnasium München,Oettingenstr. 78,80538,München,,,Gymnasien,,,,,,48.150023,11.595798,"Oettingenstr. 78, 80538 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,62,0,5,57,44,15,0,,,,,,,,,,,,,,,,Tivolistraße,38.0,48.149838,11.596229,,Mauerkircherstraße,393.0,48.148837,11.600789,,Paradiesstraße,459.0,48.146346,11.592977,,Tivolistraße,44.0,48.150128,11.596376,,Tivolistraße,45.0,48.150225,11.596319,,Hirschauer Straße,120.0,48.150933,11.594923,,29,,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
BY-SCHUL_SCHULSTANDORTEGYMNASIEN_360cb8b1-ee5c-4909-8c6c-1eb24e4871a0,Theresien-Gymnasium München,Kaiser-Ludwig-Platz 3,80336,München,,,Gymnasien,,,,,,48.131907,11.556458,"Kaiser-Ludwig-Platz 3, 80336 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-04,Bayern,München,181,0,14,167,87,32,0,Unknown,272.0,48.129736,11.55814,A,Unknown,278.0,48.12992,11.558733,B,Unknown,314.0,48.129601,11.558908,C,Sendlinger Tor,751.0,48.133686,11.566219,,Holzkirchner Bahnhof,808.0,48.139153,11.555671,1.0,Holzkirchner Bahnhof,816.0,48.139148,11.554701,2.0,Beethovenplatz,180.0,48.13313,11.558046,,Beethovenplatz,183.0,48.133222,11.557931,,Goetheplatz,244.0,48.130152,11.558443,,113,1; 2; A; B; C,100,München,,1512491,1.0,7684,62.9,116195,574,10127,7456,952,7682.4,38.0,669.6,493.0,62.9,Sehr sicher,city_aggregate,München: sicherste Großstadt Deutschlands (>200k Einwohner) seit 50 Jahren
